,Student ID,Final Grade
0,7250,87.96142857142856
1,7268,80.09714285714287
2,7294,93.22857142857143
3,7334,77.46714285714286
4,7342,87.95285714285714
5,7343,78.90857142857143
6,7346,89.2242857142857
7,7372,85.97571428571428
8,7430,89.54428571428572
9,7451,86.05285714285712
10,7457,84.63428571428572
11,7461,84.16142857142857
12,7482,86.99142857142856
13,7498,75.78285714285714
14,7505,88.96285714285716
15,7527,79.82285714285715
16,7575,92.18142857142857
17,7579,88.46571428571428
18,7610,81.21142857142857
19,7611,87.67999999999999
