,Student ID,Grades,Feedback
0,7346,100.0,Link to Assignment with Professor Feedback
1,7372,89.2,Link to Assignment with Professor Feedback
2,7430,93.35,Link to Assignment with Professor Feedback
3,7482,28.02,Link to Assignment with Professor Feedback
4,7461,100.0,Link to Assignment with Professor Feedback
5,7451,100.0,Link to Assignment with Professor Feedback
6,7575,100.0,Link to Assignment with Professor Feedback
7,7268,99.61,Link to Assignment with Professor Feedback
8,7343,85.73,Link to Assignment with Professor Feedback
9,7505,90.25,Link to Assignment with Professor Feedback
10,7250,88.93,Link to Assignment with Professor Feedback
11,7498,100.0,Link to Assignment with Professor Feedback
12,7457,73.95,Link to Assignment with Professor Feedback
13,7611,83.15,Link to Assignment with Professor Feedback
14,7579,77.28,Link to Assignment with Professor Feedback
15,7294,100.0,Link to Assignment with Professor Feedback
16,7610,81.79,Link to Assignment with Professor Feedback
17,7527,91.73,Link to Assignment with Professor Feedback
18,7334,100.0,Link to Assignment with Professor Feedback
19,7342,100.0,Link to Assignment with Professor Feedback
