,Student ID,Final Grade
0,7319,88.22333333333333
1,7326,83.23222222222222
2,7327,81.0488888888889
3,7347,92.47888888888889
4,7348,88.6811111111111
5,7357,77.50444444444445
6,7386,78.83
7,7414,83.07555555555557
8,7443,84.79222222222222
9,7451,93.27111111111111
10,7453,85.90888888888888
11,7455,82.83888888888889
12,7532,87.05555555555554
13,7555,80.66777777777777
14,7565,80.6988888888889
15,7568,77.40333333333334
16,7592,85.88222222222221
17,7611,83.28222222222223
18,7616,89.67
19,7629,83.87333333333335
