,Student ID,Final Grade
0,7247,84.37571428571428
1,7278,86.95
2,7323,88.45714285714287
3,7338,85.80714285714286
4,7346,77.19285714285715
5,7354,90.03999999999999
6,7380,88.86714285714288
7,7403,93.54714285714284
8,7420,75.36
9,7448,80.09428571428573
10,7475,89.57285714285715
11,7534,89.85857142857142
12,7538,84.4542857142857
13,7548,86.60428571428572
14,7571,77.04285714285716
15,7588,87.22285714285715
16,7594,88.23571428571428
17,7599,81.07285714285715
18,7636,92.09285714285714
19,7639,93.36428571428571
