,Student ID,Grades,Feedback
0,7579,87.33,Link to Assignment with Professor Feedback
1,7517,87.17,Link to Assignment with Professor Feedback
2,7634,85.73,Link to Assignment with Professor Feedback
3,7647,75.16,Link to Assignment with Professor Feedback
4,7342,100.0,Link to Assignment with Professor Feedback
5,7258,82.72,Link to Assignment with Professor Feedback
6,7603,100.0,Link to Assignment with Professor Feedback
7,7500,100.0,Link to Assignment with Professor Feedback
8,7370,72.22,Link to Assignment with Professor Feedback
9,7448,91.49,Link to Assignment with Professor Feedback
10,7378,98.8,Link to Assignment with Professor Feedback
11,7547,100.0,Link to Assignment with Professor Feedback
12,7599,65.35,Link to Assignment with Professor Feedback
13,7307,95.99,Link to Assignment with Professor Feedback
14,7350,53.35,Link to Assignment with Professor Feedback
15,7281,91.8,Link to Assignment with Professor Feedback
16,7284,88.48,Link to Assignment with Professor Feedback
17,7600,100.0,Link to Assignment with Professor Feedback
18,7505,77.48,Link to Assignment with Professor Feedback
