,Student ID,Final Grade
0,460,87.60000000000001
1,474,84.22333333333333
2,486,88.99166666666666
3,500,83.32166666666666
4,506,89.49833333333333
5,569,74.68166666666666
6,686,85.02166666666666
7,696,95.30333333333333
8,721,87.99666666666667
9,722,80.82666666666667
10,731,82.52333333333333
11,747,88.44666666666667
12,755,79.90166666666666
13,779,81.15499999999999
14,803,85.59666666666668
15,823,87.87666666666667
16,848,81.06499999999998
17,849,81.93166666666667
18,855,93.59666666666665
19,861,92.78333333333335
