,Student ID,Final Grade
0,7286,87.02714285714286
1,7305,96.36285714285715
2,7323,74.45142857142856
3,7385,98.09142857142857
4,7415,71.48714285714287
5,7418,86.14714285714285
6,7425,81.89857142857144
7,7434,93.32000000000001
8,7455,72.56142857142858
9,7456,89.29857142857144
10,7473,80.90714285714286
11,7475,80.82428571428571
12,7488,84.50714285714287
13,7524,87.06857142857143
14,7532,80.25428571428571
15,7566,90.52428571428572
16,7593,92.15714285714286
17,7596,86.79285714285713
18,7598,86.26714285714286
