,Student ID,Grades,Feedback
0,7330,74.78,Link to Assignment with Professor Feedback
1,7565,98.64,Link to Assignment with Professor Feedback
2,7494,100.0,Link to Assignment with Professor Feedback
3,7474,100.0,Link to Assignment with Professor Feedback
4,7458,59.82,Link to Assignment with Professor Feedback
5,7355,95.38,Link to Assignment with Professor Feedback
6,7568,67.65,Link to Assignment with Professor Feedback
7,7316,78.73,Link to Assignment with Professor Feedback
8,7455,100.0,Link to Assignment with Professor Feedback
9,7340,100.0,Link to Assignment with Professor Feedback
10,7635,97.85,Link to Assignment with Professor Feedback
11,7581,100.0,Link to Assignment with Professor Feedback
12,7361,88.0,Link to Assignment with Professor Feedback
13,7627,68.46,Link to Assignment with Professor Feedback
14,7338,52.76,Link to Assignment with Professor Feedback
15,7603,93.59,Link to Assignment with Professor Feedback
16,7433,55.26,Link to Assignment with Professor Feedback
17,7597,100.0,Link to Assignment with Professor Feedback
18,7519,95.37,Link to Assignment with Professor Feedback
19,7278,59.33,Link to Assignment with Professor Feedback
