,Student ID,Final Grade
0,7262,75.38666666666667
1,7267,84.90333333333332
2,7312,81.69
3,7326,84.99000000000001
4,7353,92.15666666666665
5,7385,75.07000000000001
6,7386,75.89999999999999
7,7398,83.86333333333333
8,7431,91.12666666666667
9,7434,74.77333333333333
10,7455,79.80666666666666
11,7475,79.56666666666666
12,7491,88.21333333333332
13,7517,93.62333333333333
14,7552,86.79333333333334
15,7572,79.00666666666666
16,7575,90.48
17,7608,88.71666666666665
18,7621,59.64333333333334
19,7622,70.17333333333333
