,Student ID,Final Grade
0,7242,92.41142857142857
1,7258,92.37714285714286
2,7286,73.76857142857143
3,7298,82.85428571428572
4,7307,81.61142857142856
5,7318,86.58999999999999
6,7348,97.77285714285713
7,7360,80.56285714285715
8,7364,84.20428571428572
9,7366,84.20714285714287
10,7471,91.37142857142855
11,7485,82.99285714285715
12,7487,94.64571428571428
13,7530,86.19428571428571
14,7576,79.24571428571429
15,7591,95.66428571428571
16,7602,85.25428571428571
17,7603,78.80999999999999
18,7648,85.43142857142857
