,Student ID,Final Grade
0,7250,78.88833333333334
1,7265,87.78166666666668
2,7273,82.10666666666667
3,7287,84.95166666666667
4,7335,92.125
5,7344,94.51833333333333
6,7345,86.00999999999999
7,7357,69.94666666666667
8,7363,85.60333333333331
9,7369,81.51333333333334
10,7425,79.09166666666665
11,7427,73.85833333333333
12,7453,70.00999999999999
13,7472,84.515
14,7527,79.64999999999999
15,7535,80.47166666666666
16,7550,78.66833333333334
17,7580,88.16333333333334
18,7607,85.17166666666667
19,7636,89.67833333333333
