,Student ID,Final Grade
0,7255,92.17000000000002
1,7288,93.26888888888888
2,7307,85.04222222222222
3,7326,92.06777777777778
4,7337,86.86
5,7417,87.08444444444444
6,7432,85.78222222222222
7,7433,78.19222222222223
8,7434,86.91555555555556
9,7449,88.13777777777779
10,7454,85.56444444444445
11,7504,85.50555555555555
12,7508,82.40666666666665
13,7516,91.23777777777778
14,7520,85.36555555555555
15,7555,83.58555555555556
16,7560,83.62111111111112
17,7586,94.18333333333334
18,7607,85.08333333333331
19,7624,75.16444444444444
