,Student ID,Final Grade
0,7272,89.87285714285714
1,7297,80.76428571428572
2,7314,77.73285714285714
3,7334,95.38857142857144
4,7341,90.8057142857143
5,7374,81.73571428571428
6,7385,88.08857142857143
7,7392,95.04142857142857
8,7395,94.64714285714287
9,7490,73.85714285714286
10,7507,78.3457142857143
11,7514,81.33285714285714
12,7522,90.11428571428573
13,7569,78.56142857142858
14,7580,86.65714285714286
15,7615,96.24000000000001
16,7627,74.66999999999999
17,7640,88.97857142857143
18,7654,76.95714285714284
