,Student ID,Final Grade
0,7263,93.61333333333333
1,7323,92.59833333333334
2,7330,91.25166666666668
3,7340,92.76499999999999
4,7351,83.61500000000001
5,7376,91.56833333333333
6,7381,71.60833333333333
7,7469,89.40000000000002
8,7477,76.33666666666667
9,7483,92.56666666666666
10,7491,92.355
11,7499,88.77666666666669
12,7515,75.72
13,7530,84.69666666666667
14,7539,86.70333333333333
15,7558,88.83999999999999
16,7562,90.03666666666668
17,7580,87.49166666666667
18,7643,86.62833333333333
19,7647,94.32000000000001
