,Student ID,Grades,Feedback
0,7402,65.62,Link to Assignment with Professor Feedback
1,7534,85.35,Link to Assignment with Professor Feedback
2,7644,100.0,Link to Assignment with Professor Feedback
3,7438,78.26,Link to Assignment with Professor Feedback
4,7388,43.94,Link to Assignment with Professor Feedback
5,7470,84.39,Link to Assignment with Professor Feedback
6,7524,91.62,Link to Assignment with Professor Feedback
7,7324,68.35,Link to Assignment with Professor Feedback
8,7632,100.0,Link to Assignment with Professor Feedback
9,7314,54.44,Link to Assignment with Professor Feedback
10,7565,100.0,Link to Assignment with Professor Feedback
11,7399,88.5,Link to Assignment with Professor Feedback
12,7642,99.39,Link to Assignment with Professor Feedback
13,7515,77.36,Link to Assignment with Professor Feedback
14,7648,52.58,Link to Assignment with Professor Feedback
15,7241,75.67,Link to Assignment with Professor Feedback
16,7382,74.79,Link to Assignment with Professor Feedback
17,7464,100.0,Link to Assignment with Professor Feedback
