,Student ID,Grades,Feedback
0,7488,83.22,Link to Assignment with Professor Feedback
1,7581,100.0,Link to Assignment with Professor Feedback
2,7240,83.87,Link to Assignment with Professor Feedback
3,7532,78.66,Link to Assignment with Professor Feedback
4,7391,81.69,Link to Assignment with Professor Feedback
5,7431,89.16,Link to Assignment with Professor Feedback
6,7409,100.0,Link to Assignment with Professor Feedback
7,7352,100.0,Link to Assignment with Professor Feedback
8,7507,79.15,Link to Assignment with Professor Feedback
9,7301,82.85,Link to Assignment with Professor Feedback
10,7653,92.82,Link to Assignment with Professor Feedback
11,7235,90.99,Link to Assignment with Professor Feedback
12,7411,85.4,Link to Assignment with Professor Feedback
13,7308,66.27,Link to Assignment with Professor Feedback
14,7514,63.49,Link to Assignment with Professor Feedback
15,7637,100.0,Link to Assignment with Professor Feedback
16,7381,31.51,Link to Assignment with Professor Feedback
17,7374,85.83,Link to Assignment with Professor Feedback
18,7635,97.15,Link to Assignment with Professor Feedback
19,7557,80.84,Link to Assignment with Professor Feedback
