,Student ID,Final Grade
0,7294,76.6842857142857
1,7297,79.96857142857142
2,7317,95.38857142857144
3,7346,95.69714285714288
4,7374,88.54285714285716
5,7404,90.53142857142858
6,7412,87.28714285714285
7,7459,83.98714285714287
8,7460,68.02571428571427
9,7464,87.54142857142857
10,7492,87.34142857142857
11,7501,93.98428571428573
12,7542,75.84571428571428
13,7551,88.72428571428573
14,7569,79.71142857142857
15,7579,85.81714285714285
16,7595,77.04
17,7609,85.67857142857143
18,7615,76.78571428571429
19,7645,89.40857142857142
