,Student ID,Final Grade
0,461,92.74888888888889
1,472,82.91222222222221
2,474,88.80444444444444
3,497,85.24
4,504,86.97555555555556
5,532,81.64222222222222
6,539,88.18111111111111
7,581,85.7611111111111
8,615,94.25222222222222
9,646,90.26666666666668
10,651,84.98333333333333
11,664,85.88000000000001
12,694,96.41555555555556
13,712,95.22666666666666
14,756,88.09222222222222
15,763,84.82111111111112
16,765,83.88888888888887
17,835,76.98222222222222
18,859,92.85555555555555
19,864,78.42000000000002
