,Student ID,Final Grade
0,7236,81.92222222222225
1,7309,92.00777777777778
2,7317,82.80222222222223
3,7334,75.97222222222223
4,7336,84.46999999999998
5,7354,93.72444444444443
6,7356,86.60888888888888
7,7373,84.97888888888889
8,7386,90.86555555555555
9,7394,78.42777777777778
10,7421,89.82777777777777
11,7423,93.39777777777778
12,7472,82.59111111111112
13,7495,83.06
14,7511,82.41777777777777
15,7512,87.79777777777775
16,7554,87.53777777777778
17,7592,75.68222222222221
18,7636,88.32444444444445
19,7644,90.11888888888888
