,Student ID,Grades,Feedback
0,7333,94.69,Link to Assignment with Professor Feedback
1,7541,98.12,Link to Assignment with Professor Feedback
2,7461,100.0,Link to Assignment with Professor Feedback
3,7459,85.04,Link to Assignment with Professor Feedback
4,7383,100.0,Link to Assignment with Professor Feedback
5,7594,88.11,Link to Assignment with Professor Feedback
6,7475,100.0,Link to Assignment with Professor Feedback
7,7616,79.58,Link to Assignment with Professor Feedback
8,7583,100.0,Link to Assignment with Professor Feedback
9,7373,95.31,Link to Assignment with Professor Feedback
10,7565,98.62,Link to Assignment with Professor Feedback
11,7234,100.0,Link to Assignment with Professor Feedback
12,7311,84.9,Link to Assignment with Professor Feedback
13,7418,70.19,Link to Assignment with Professor Feedback
14,7425,62.34,Link to Assignment with Professor Feedback
15,7486,100.0,Link to Assignment with Professor Feedback
16,7402,90.87,Link to Assignment with Professor Feedback
17,7588,100.0,Link to Assignment with Professor Feedback
