,Student ID,Final Grade
0,7242,94.5
1,7253,82.25285714285714
2,7285,79.27714285714286
3,7295,74.14142857142858
4,7304,75.95571428571428
5,7327,89.52714285714286
6,7395,85.35142857142857
7,7410,83.58285714285714
8,7470,92.98428571428572
9,7497,80.47571428571428
10,7521,83.94285714285715
11,7535,88.04142857142858
12,7540,91.74
13,7551,85.43857142857144
14,7560,78.48428571428572
15,7564,78.77857142857144
16,7590,77.03428571428572
17,7604,91.75714285714285
18,7609,77.60428571428572
19,7635,87.48428571428572
